"cleaned_comment","likes_count"
"benar baru tau atau.... ??!","0"
"cukai rokok naik berlipat lipat ,non cukai menjamur dan industri rokok non cukai bertebaran dan eksis ada apa nya ??","0"
"pura2 kaget","0"
"pak, sy ikhlas kalau uang sy buat beli rokok, pajaknya buat program mbg. tapi harga rokok nya dibuat turun dong. tks.","0"
"mentri prabowo no 1","0"
"jd murah lg nih nnti harga roko","0"
"semoga anda amanah pak.. kocak nih","0"
"benar itu pak, industri sendiri mati, industri org maju, karena banyak rokok yg ilegal sekarang , lebih baik turun kan harga rokok sendiri untuk bersaing dengan rokok ilegal, yg banyak skrg,","0"
"cakep nih menteri ngomong blak blakan tapi masih mikirin banyak orang","0"
"gak apalah pak cukai rokok tinggi. tapi yg lain turunin pak","0"
"buktikan,","0"
"pak menkeu, bisa tlg jangan pajak dan tabungan rakyat terus yg jadi mata pencaharian negara.","0"
"tilong pak kridit motor di murahin bunganya soalnya demi allah...saya belum punya motor...","0"
"mereka jd firaun karena dapet setoran dari agen2 luar diantranya who, electric liquid, imf , etc lah karena mereka ingin industry rokok kretwk mati dan indonesia tetap menjadi negara berkembang!!!! pertanyaananya tuh setoran luar masuk kemanà?????","0"
"tapi knyataan nya rokok ilegal makin marak beredar. sangat tidak ideal menaik'an cukai rokok","0"
"banyak phk pak perusahaan roko ditambah makin banyak roko no cukai","0"
"liat jadi tau kan kenapa selama ini kebijakan ngawur,, industri dalam negeri di bunuh jadi banyak orang yg nganggur di dlm negeri. masyrakat kesulitan ekonomi duit ga muter di dalam negeri. simpel cuman ga pada sadar masyrakat","0"
"menaikkan cukai memperkecil konsumsi rokok? nyatanya enggak surya 16 skg 37k berarti 2bks 74k turunin aja cukai biar harga rokok 20rb jd 74k dpt hampir 4 bks industri rokok berkembang,","0"
"kembalikan harga rokok surya 16.000 pak","0"
"turunin pak biar turun mau naik mau turun tetep yg beli banyak malah ada buat beli roko nga ada buat beli jajan anak","0"
"tuh tak kasi info a1 masalah penggelapan ppn besi beton oleh pabrik distributor besi beton, per tahun mencapai ratusan triliun yg menguap","0"
"awalnya gua ngga suka sma beliau.. makin kesni ya okelah gpp dah cowboy ..aman pak","0"
"pak rokok yg nggak bermerek banyak dan nggak bayar pajak","0"
"perokok tidak berkurang ,,, kita beli rokok murah gk pakai cukai ,,,, negara tambah rugi","0"
"program mbg di tarik aja pak","0"
"yaah kagetan lagi","0"
"selidiki aliran dana cukai rokok kemana pak, setinggi itu apakah mungkin tidak ada korupsi?","0"
"abs asal bos senang","0"
"ya pak sikat para firaun","0"
"dulu waktu rokok murah enak bnget beli yang bermerek sekarang sih ogah banget mahal gak sesuai dengan pendapatan kerja","0"
"turunkan pajak rokok pak biar surya16 jadi 15 ribu wkwk","0"
"rokok ilegal lebih dipilih karena rokok legal harganya gk legal didompet","0"
"uang perkenalan jgn mau pinjam minta uang perkenalan","0"
"shopee banyak barang palsu itu pak !! tolong di usut !!!","0"
"turun kn harga rokok","0"
"turunin cukai rokok boss, sy bosen ngerokok ilegal","0"
"padahal tahun ini gak naik cukai masih 11 cuma emang loyo ekonomi,dan rokok murah merajela","0"
"terus rokok yg non beacukai gimana pak?","0"
"kalo produk rokok bisa diexport diserap oleh negara lain, kan bisa to ??.","0"
"turunkan cukai rokok","0"
"di sekolah kami belum ada makan gratis.sekolah lain sudah","0"
"balikin harga rokok kayak dulu paaaaak...","0"
"firaun nya yg satu udh keluar tinggal firaun puan blm","0"
"katanya udah dari jaman sby , jokowi kok kaget pak","0"
"ini kenapa play video ini speaker kanan gw doang yang nyala","0"
"yg gw resep brani bilang ga tau,,,,","0"
"klu ada jada nya ada kuenya","0"
"turunin pak harga rokok,lw kami perokok,gk ad yg d rugikn","0"
"jangan bayak omong, pak. singkat padat berisi, turun kan pajak rokok, jangan berputar, pabrik rokok masih mau bayar kariawan,","0"
"gaya bicara pak menteri ini terdengar sama dengan trump.","0"
"mba sri bisanya emang cuma naikkin pajak dan nambah utang negara... silahkan aj lihat udh brapa banyak utang negara sejak dia menjabat di indo","0"
"kaget apa pura pura kaget?","0"
"toko toko rokok tingwe eokok rokok vape, punya siapa sebenrnya apakah dilindungi sama oknum tertentu atau penguasa tertentu???","0"
"mbel","0"
"70 pak cukai rokok","0"
"tolong pulsa dan kuoto kasih cukai buat nambal bpjs kesehatan dan pendidikan pak","0"
"mantan penasehat ekonomi jokowi, sby,.... kok kaget???? omon omon ya juga","0"
"paakkk cukai rokok dlm setahun bisa naik 3x","0"
"lebih terbuka dari kemaren.","0"
"fir'aun level 5!","0"
"benar jgn bikin kebijakan , tetapi tidak dikasih solusi.","0"
"emang bukan firaun? emang fir aun banget kaann?!! lebih kejam dari fir'aun bahkan. begitulah smi selama ini.","0"
"tidak apa tinggi pajak ya, asal pajak ya jelas, saya merokok 3 bungkus sehari karna masih mudah menemukan rokok,saya tau rokok pentakit tapi susah amat untuk berhentu","0"
"pajak tiket pesawat pak tolong di koreksi","0"
"ibu sri emang nggak peduli rakyat kecil..yg penting pajak naik dan cari hutang","0"
"ekonom... cukai rokok naik tinggi, kok dipertanyakan skrg?","0"
"lah kaget?, baru tahu?????!","0"
"turunkan harga rokok","0"
"dia kemana aja selama ini, apa baru lahir dia?","0"
"kmi sebagai pembeli rokok setiap minggu naiknya emang seribu dalam satu minggu naiknya, gmna caranya gak ada aturannya","0"
"pak menteri gimana shoping on line .pinjol..judol ditiadakan biar pasar lokal rame lg... toko rame. mall rame.","0"
"yg sebelumnya cuman tau utang , gak bisa bayar lalu naikin pajak udah gitu doang.","0"
"mantap pak.. habis rokok ilegal..","0"
"ngomongnya nyantai bnget tapi berbobot","0"
"itu kan warisan jokowi sri mulyani kok heran lawak","0"
"kalau harga rokok turun baru hebat..dan punya kemampuan..tp kalau gak bisa turun ya berarti cuma omdo..dan saya yakin gak akan mampu..cuman bisa omong doang..","0"
"selama tiap kebijakan dan aturan hanya berujung pd efek menyusahkan rakyat kebanyakan,ada harapan bangsa ini akan bubar pd 2030,seperti pernah dikatakan pa prabowo dulu,","0"
"jajaran anda di pajak dan bea cukai tolong diawasi, dugaan banyak kebocoran,","0"
"dapat berapa bang?","0"
"100rb 1 bungkus juga saya beli rokok dari pada saya gila","0"
"turunkan harga rokok","0"
"pak klo turunkan semua pajak apakah negara bangkrut ,atau tambah tumbuh ekonominya?","0"
"tarif pajak yang mana? ada banyak sekali tarif pajak di indonesia. lu ngerti kaga perpajakan","0"
"kok jadi ingat omongannya cak nun ya","0"
"help turunin bang","0"
"memang fir'aun dia pak","0"
"tarif ojol juga menyiksa bosku","0"
"gimna pemdapatan negara naik kalo kya gini kebijakannya","0"
"firoun dong","0"
"100 lebih . . .","0"
"potongan ojol 50 persen","0"
"abs itu pak","0"
"jadi ingat omongan cak nun fir'aun..","0"
"pura2 kaget tidak baik untuk kesehatan","0"
"cukai tinggi itu sebagai kompensasi kerusakan kesehatan yang ditimbulkan?","0"
"judulnya ya ampun","0"
"sekeren itu kemana aja pak?","0"
"iya pak firaun versi konoha","0"
"cukai,pajak dll balik ke kantong pejabat yg berkaitan pak....akibat jaman mulyono bin nganu...los kontrol semua termasuk pertamax rasa pertalite kejahatan besar utk demi keuntungan organisasi bkn demi bangsa","0"
"turunin cukai rokok pak","0"
"memang fir'aun orang2 itu pak","0"
"belum leliatan. belum 1 smester, jadi blm keliatan","0"
"kalo yg palsu mau di larang gi mna dgn rokok lgl bisa bapak turunin harga nja?","0"
"keren abang mentri koboy kita satu ini","0"
"wah rokok bakal turu..","0"
"mau di batasi tapi rokok2 dari luar bermunculan itu sama aja.","0"
"kocak ... jadi gak puyeng puyeng amat ngurus duit...","1"
"menteri yang lahir dari aspirasi demo agustus 2025","0"
"smnjak rokok trus naik, gw beralih k rokok kretek yg hrganya lebih murah..","0"
"rupiah k ringgit kokk ambruk total","0"
"pajak cukai rokok tinggi aza.. apbn masih defisit... kemana ...woy.. woy.. woy.. duitnya?","0"
"pabrik rokok bubarin aja ganti pabrik tempe","0"
"yah... karena para pejabat yang rakus sengaja supaya mereka meraup dapat banyak","0"
"kaget juga yah denger ada mentri keuangan yg kaget soal tingginya cukai rokok yang naik tahun kemaren","0"
"perta nya an nya. apakah indusri rokok dan perokok menurun ,atau naik,? itu bos,","0"
"industri baju juga pak","0"
"pak ppn dan pph turun kan bagaimana mau naikin daya beli kalo tinggi pajak ppn dan pph.","0"
"gudang garam bnyak yg di phk","0"
"baru tau pak klo bnyk kebijakan yang ngawur yg bikin rata"" fir'aun","0"
"kalau dibatasin jumlah pembuatan rokok tapi cukainya kita rendahin. itu salah satu solusi atau tidak ya??? koreksi jika salah","0"
"lha yg kemaren2 itu mikirnya gmn????","0"
"keren nihh, harga rokok bakal turun ?","0"
"berarti klo 50 aja rokok surya 25rb asliny cuma 12.500","0"
"mau besar kecil itu warga negara juga boss. gimana umkm mo jalan. ukurlah swot nya dulu lebih matang. coba cara bayar hutang negaranya gimana? oo ya ya","0"
"emang siapa yg nentuin pajak rokok sebenarnya","0"
"apakah perokok berkurang setelah cukaik rokok naik harga rokok meroket","0"
"beda ama agen cia","0"
"dia bilang sri mulyani fir'aun","0"
"saya yang gak ngerokok aja ngerasa trrlalu tinggi itu cukai rokok.","0"
"mentri keuangan membunuh industri ..dan menyebabkan phk karyawanya","0"
"abs itu... asal bos senang ya...","0"
"semoga harga rokok jadi murah","0"
"gaya koboy ini keren lah","0"
"terunkan harga rokok mild","0"
"ayo donk, knp rokok yg dibahas sih?!?! beras tuh!! minyak sawit turunin harga! masa penghasil minyak terbesar di asean kog harga minyak 2liter aja bisa smpek nominal tertinggi kedua setelah 100.000. pasti harganya kisaran 50.000an , fiugh turunin harga gas rumahtangga! turunin harga telur dan ayam! katanya melimpah, knp masih impor gula?! ayo donk minimal kebutuha pokok dulu woi yg dibahas.","0"
"siap2 belli saham rokok. krna lord bakal bikin gebrakan lgi","0"
"malu gak di kritik sama gen x","0"
"banyak ngomong ini mentri . hasilnya belum jelas","0"
"yoih keluhan bapack bapack, moga turn harga rokok.. wkwkw","0"
"gimana gw ga beli roko subsidi rakyat roko cukai ga masuk akal harganya.","0"
"kita lihat saja, jangan banyak ngomong dulu","0"
"emang pak 2 mul bikn susah rakyat keberadaannya","0"
"bisa di export gk itu rokok? hahaha","0"
"gak kayak srimulyono","0"
"abs dinegara ini menjamur,","0"
"banyak banget buzzer disini, ingat 200t di awasi jgn sampai kecolongan","0"
"betul banget, negara ngasih kerjaan juga engga cukai di gede in gk masuk akall","0"
"geng solo hrus sgera di musnahkan","0"
"turun kan harga rokok","0"
"turun kan harga rokok sampurna mil jdi rp15.000","0"
"surya 16 kembalikan ke 20rb","1"
"pura"" tau apa tau beneran","0"
"kok g dari dulu ajja jd mntri pak","0"
"kusus mbg, bener bener di cek soalnya banyak mbg abal abal","0"
"hebat pak purbaya dulu srimulyani otaknya peak","0"
"klo harganya gak bisa turun ya sama aj boong..","0"
"smoga rokok surya turun harga amin","0"
"harga rokok di turunin","0"
"bos rokok senyum","0"
"capres 2030","0"
"turunin lagi hrga rokok","0"
"pura2 kaget mungkin iya","0"
"11 12 dg firaun bos","0"
"asik turun rokok","0"
"bukannya anda bagian dari pemerintahan jokowi.... jgn kagetan dong","0"
"parunaya komentar baru di lantik belum ada kerjanya komentarnya banyak kerja dulu baru komentar","0"
"menteri sebelumnya fir'aun","0"
"csra pikirnya mntap bgt bapak ini. mirip ahok fersi kalem","0"
"emang fir'aun kok baru tau ya","0"
"komen ke 1000","0"
"wkwkwk biasa baru dilantik lagi nyari panggung dulu ... basi bro","0"
"jangan omon omon...dolar naik lg gk butuh cerita hanya kerja","0"
